wikidata_id,destination_name,eat_section_text,street_food_available
Q38511,Turku,"==Eat==

Turku and other parts of Finland Proper are home to the more western influenced Finnish cuisine, which has features especially from Sweden, Denmark and Germany. The long traditions of farming and fishing in the area have contributed to the local food culture. Fish, especially herring – the regional fish of Finland Proper – has been at the heart of the region's culinary traditions for centuries. It is eaten all year round salted, fried, grilled and smoked. In addition, perch, whitefish and pike are often used. You must also remember to try the famous raisin sausage, a regional speciality which you can buy for example from the Market Hall. Another regional speciality is the sweet malt bread from the archipelago: skärgårdslimpa. As a dessert enjoy a good cup of coffee together with pulla (cinnamon roll) or Piispanmunkki (""Bishops Doughnut""), as people here call the traditional North German pastry Berliner.

Lunch offers, meals at kebab-pizzerias and fast food meals (including drinks and chips) usually cost €9–15. Simpler proper restaurant meals of some simple pasta, a soup or a salad, with water or a soft drink, are usually around €10–20. For meals with a high-grade steak and good wine, expect to pay at least €30–60. Proper restaurants are often open until 22:00, with the kitchen closing at 21:00. Some restaurants keep the bar open until later in the night. Fast food chains and some kebab-pizzerias, grills and other such places are open later at night, some as late as 03:00–05:00.

thumb|Summer terrace at the Aboa Vetus & Ars Nova courtyard.
thumb|The student cafeteria Kåren

Most restaurants have offers of €9–15 at lunch time, mostly at least in weekdays 11:00–14:00. There are also lunch restaurants or cafés serving meals only at lunch time, including student cafés and lunch restaurants for big workplaces, often having a very affordable price also for outsiders (Finnish students are state-sponsored and eat for €3!). For the student cafeterias some timing may be needed to avoid long queues (avoid 11:30–12:30). A few student restaurants serve cheap lunch also later or in the weekend. The department stores Wiklund and Stockman have family friendly cafés that can come handy.

* 
* 
* 
* 
* 
* 
* 
** 
* 
** 
** 
** 

thumb|Hesburger originates in Turku, and is the largest hamburger restaurant chain in Finland.
thumb|right|Beef Kung Po at Kiinanmuuri

: For lunch, see Lunch and brunch above.

Pizzerias are frequently cheap kebab-pizzerias, offering kebab, falafel and pizza. There are a lot of these in the centre, and eateries in the suburbs are often this kind. Unfortunately, the restaurants offering the finest kebabs are in the suburbs. Prices are comparable to the lunch offers of other restaurants; their own lunch offers are usually limited to including coffee or offering more options at their lower prices. Kotipizza is a slightly more expensive non-immigrant chain, primarily for take-away. There are also pizza restaurants in the mid-range or",False
Q672,Tuvalu,"The cuisine of Tuvalu is based on the staple of coconut and the many species of fish found in the ocean and lagoons of the atolls. Desserts made on the islands include coconut and coconut milk, rather than animal milk. The traditional foods eaten in Tuvalu are pulaka, taro, bananas, breadfruitMorris, Rachel, ""To the Lifeboats,"" in Mother Jones, November/December 2009 and coconut.Hedley, pp. 60–63 Tuvaluans also eat seafood, including coconut crab and fish from the lagoon and ocean. Another traditional food source is seabirds (taketake or black noddy and akiaki or white tern), with pork being eaten mostly at fateles (or parties with dancing to celebrate events).

Pulaka is the main source for carbohydrates. Seafood provides protein. Bananas and breadfruit are supplemental crops. Coconut is used for its juice, to make other beverages (such as toddy) and to improve the taste of some dishes.

A 1560-square-metre pond was built in 1996 on Vaitupu to sustain aquaculture in Tuvalu.

Flying fish are also caught as a source of food; and as an exciting activity, using a boat, a butterfly net and a spotlight to attract the flying fish.",False
Q911,Ufa,"==Eat==

* 
* 
* 

In the summer, there are good places for shashlik everywhere, usually in squares or outside of malls. ~ per person.

* 
* 
* 
* 
* 

* 
* 
* 
* 
*",False
Q212,Ukraine,"==Eat==
Traditional Ukrainian cuisine is quite tasty, with some similarities to Polish and other Eastern European and Central European cuisines. It uses a lot of fat ingredients, especially in festive dishes. Traditional dishes include ""salo"" (salted lard) and soups like ""solianka"" (солянка in Ukrainian, meat soup) or ""borshch"" (борщ in Ukrainian) a soup made of red beets and typically garnished with some sour cream. Western Ukraine also has a green version of borshch, with greens and boiled eggs. The first, salo, is perhaps something you might not make yourself try - however is a delicious side dish, as for the soups being a must-have dish.

If you are outside a big city or in doubt about food, exercise caution and common sense about where you buy food. Try to buy groceries only in supermarkets or large grocery stores, check the expiration date if buying of a Mom and Pop shop, and never buy meat or dairy products on the street (you can buy them at the market but not near the market).

thumb|Holubtsi

You may also find nice places to eat not by maps, but just by the smoke of traditional wood fires. These are often places where they serve traditional Ukrainian food, including very tasty shashlyky (шашлики in Ukrainian). Restaurateurs are very friendly, and, more often than not, you will be one of their first foreign visitors. Next to the ""borshch"", you might also ask for ""varenyky"" (вареники in Ukrainian, dumplings filled with berries, vegetables, fruits or mushrooms), ""deruny"" (деруни, potato pancakes), kholodets (холодець), holubtsi (голубці), kotleta po-kyivsky (котлета по-київськи). You have to try varenyky with potatoes and cottage cheese in a sautéed onion and sour cream sauce, a fantastic dish. These are just starters, but ones that might fill you up quickly.

thumb|Medovyk

Ukrainian desserts include medovyk (медовик), napoleon (наполеон) cakes and mlyntsi (млинці).

If you are vegetarian, the variety of food in the inland areas should be decent. However, be careful in coastal areas, where fish are more common.",False
Q23430,Ulaanbaatar,"==Eat==

Ulaanbaatar has a good range of options serving Mongolian, Asian (particularly Korean and Chinese), and Western cuisine — and at decent prices. For instance, you can get perfectly good pizza for 5000₮, and even a night out at a fancy French cafe shouldn't pass 30,000₮. Consider splurging on a couple of good meals here, especially if you're headed for a long trek into the country where fresh vegetables and the like are often hard to come by and prohibitively expensive. Best of all, UB's rapidly growing wealth has meant a steady procession of ever newer, ever higher-quality restaurants, as well as the appearance of international chains like KFC, Round Table Pizza, and Cinnabon.

Mongolia's Buddhist history means that vegan and vegetarian restaurants are plentiful, and quality is high. Traditional Mongolian foods like buuz (steamed dumplings) and khushuur (fried dumplings) have vegan versions available at vegan restaurants; if you have dietary restrictions, you won't have to miss out on traditional food.
In the city centre around the Sukhbaatar Square
* 
* 
* 
* 
* 

thumb|Mongolian street food
Throughout Ulaanbaatar are many small canteens (Гуанз) and coffeeshops (Цайны Газар). Try one of these for cheap Mongolian food. Buuz usually costs 400-600₮. As well, most universities (particularly the Mongolian National University and the Mongolian University of Science and Technology) have good cheap cafeterias with meals from 1800₮ to about 2500₮.

Khaan Buuz (Хаан Бууз) serves up set meals of Mongolian favorites (buuz is a Mongolian meat dumpling) from 5000₮, just look for the lime green facades.

CU and GS25 are ubiquitous Korean-style convenience stores that offer good cheap fast food and eating space at their stores; prices range from 2000-8500₮. Be circumspect of frozen foods, check for freezer burn, and products tainted from power failures and spoilage.

* 

*
* 
*
*
* 
* 
* 
* 
* 
* 

It's hard to spend outrageous sums of money eating out in Ulaanbaatar: the most expensive meals in the city will be around 60,000₮ a person. That is, unless you're drinking: whiskey or any other non-vodka liquors can be a bit pricey.
* Caucasia: Just behind ASA Arena. Serving Armenian and Georgian cuisine. Excellent quality.
* Chojin: In front of the Chojin Lama Museum on the ground floor of an office building. Serves a small but excellent selection of Mediterranean dishes. Very popular business dinner location for the locals. Reservation recommended.
* Hana Japanese Restaurant. On Chinggis Avenue next to the National Library, on the first floor of an office building. Impossible to spot from the outside, just go in and ask at the reception. You get advised to follow a fire security stairway up. Despite the non-glamorous arrival, the Hana is a high-end Japanese restaurant. Elegant atmosphere. Excellent Japanese dishes including udon soups, sushi and barbecue. Meals up to 30.000 T. Including starters and drinks, be prepared to spend 50.000-60.000 T.
* 
* 
* 
*",True
Q3012,Ulm,"==Eat==
There are plenty of places to eat in the nice and quiet Fischerviertel, where you can get some genuine German food and beer.

* 
* 
* 
* 
* 
* 
* 

* 
* 
* 

* 
*",False
Q878,United Arab Emirates,"thumb|190px|[[Arabic coffee with lugaimat, a traditional Emirati sweet]]

The traditional food of the Emirates has always been rice, fish, and meat. The people of the United Arab Emirates have adopted most of their foods from other West and South Asian countries including Iran, Saudi Arabia, Oman, Pakistan, and India. Seafood has been the mainstay of the Emirati diet for centuries. Meat and rice are other staple foods, with lamb and mutton preferred to goat and beef. Popular beverages are coffee and tea, which can be complemented with cardamom or saffron to give them a distinctive flavour.

Popular cultural Emirati dishes include threed, machboos, khubisa, khameer, and chabab bread among others while lugaimat is a famous Emirati dessert.

With the influence of western culture, fast food has become very popular among young people, to the extent that campaigns have been held to highlight the dangers of fast food excesses.The UAE's big fat problem . Gulf News. (19 July 2012). Retrieved 26 January 2014. Alcohol is allowed to be served only in hotel restaurants and bars. All nightclubs are permitted to sell alcohol. Specific supermarkets may sell alcohol, but these products are sold in separate sections. Likewise, pork, which is haram (not permitted for Muslims), is sold in separate sections in all major supermarkets. Although alcohol may be consumed, it is illegal to be intoxicated in public or drive a motor vehicle with any trace of alcohol in the blood.",False
Q145,United Kingdom,"thumb|[[Fish and chips, a traditional British dish, served with lemon, tartar sauce and mushy peas]]

British cuisine developed from influences reflective of its land, settlements, arrivals of new settlers and immigrants, trade and colonialism. The food of England has historically been characterised by simplicity of approach and a reliance on the high quality of natural produce. The traditional Sunday roast is one example, featuring a roast joint (usually of beef), lamb, chicken, or pork, often free range (and generally grass-fed, in the case of beef). Roasts are served with either roasted or boiled vegetables, Yorkshire pudding and gravy. Other traditional meals include meat pies and stews. A poll by YouGov in 2019 rated classic British food, with more than 80 per cent liking the Sunday roast, Yorkshire pudding, fish and chips, crumpets and the full English breakfast.

The UK is home to a large selection of fine dining. The nation hosts multiple restaurant guides such as The Good Food Guide and Harden's. In 2025 there were 197 restaurants with a Michelin Star; ten of which have received a three-star rating. Sweet foods are common within British cuisine, and there is a long list of British desserts. Afternoon tea is a light afternoon meal served with tea in tea rooms and hotels around the United Kingdom, with the tradition dating back to around 1840. A poll from July 2024 revealed that 3 per cent of the UK population follow a vegan diet, 6 per cent are vegetarian, and 13 per cent identify as flexitarian (following a mainly vegetarian diet). The British Empire facilitated knowledge of Indian cuisine with its ""strong, penetrating spices and herbs"". British cuisine has absorbed the cultural influence of those who have settled in Britain, producing hybrid dishes, such as chicken tikka masala.; The British have embraced world cuisine and regularly eat recipes or fast food from other European countries, the Caribbean and Asia.

The UK has many gastropubs and is the birthplace of many alcoholic drinks including several beer styles such as pale ale, India pale ale, bitter, brown ale, porter, and stout. The number of craft beers and microbreweries has expanded rapidly in the last two decades. Other popular alcoholic drinks produced in the UK include Scotch whisky, English wine, gin, perry and cider.",False
Q30,United States,"thumb|A [[Thanksgiving dinner with roast turkey, mashed potatoes, pickles, corn, candied yams, cranberry jelly, shrimps, stuffing, green peas, deviled eggs, green salad, and apple sauce]]

Early settlers were introduced by Native Americans to foods such as turkey, sweet potatoes, corn, squash, and maple syrup. Of the most enduring and pervasive examples are variations of the native dish called succotash. Early settlers and later immigrants combined these with foods they were familiar with, such as wheat flour, beef, and milk, to create a distinctive American cuisine. New World crops, especially pumpkin, corn, potatoes, and turkey as the main course are part of a shared national menu on Thanksgiving, when many Americans prepare or purchase traditional dishes to celebrate the occasion.

Characteristic American dishes such as apple pie, fried chicken, doughnuts, french fries, macaroni and cheese, ice cream, hamburgers, hot dogs, and American pizza derive from the recipes of various immigrant groups. Mexican dishes such as burritos and tacos preexisted the United States in areas later annexed from Mexico, and adaptations of Chinese cuisine as well as pasta dishes freely adapted from Italian sources are all widely consumed.

American chefs have had a significant impact on society both domestically and internationally. In 1946, the Culinary Institute of America was founded by Katharine Angell and Frances Roth. This would become the United States' most prestigious culinary school, where many of the most talented American chefs would study prior to successful careers. The United States restaurant industry was projected at $899 billion in sales for 2020, and employed more than 15 million people, representing 10% of the nation's workforce directly. It is the country's second-largest private employer and the third-largest employer overall. The United States is home to over 220 Michelin-starred restaurants, 14 of which were awarded three stars.

Wine has been produced in what is now the United States since the 1500s, with the first widespread production beginning in what is now New Mexico in 1628. In the modern U.S., wine production is undertaken in all fifty states, with California producing 84 percent of all U.S. wine. With more than under vine, the United States is the fourth-largest wine-producing country in the world, after Italy, Spain, and France.T. Stevenson, The Sotheby's Wine Encyclopedia Fourth Edition, p. 462, Dorling Kindersly, 2005, .J. Robinson, ed. The Oxford Companion to Wine, Third Edition, p. 719; Oxford University Press, 2006, .

The classic American diner, a casual restaurant type originally intended for the working class, emerged during the 19th century from converted railroad dining cars made stationary. The diner soon evolved into purpose-built structures whose number expanded greatly in the 20th century. The American fast-food industry developed alongside the nation's car culture. American restaurants developed the drive-in format in",False
Q25286,Uppsala,"==Eat==

Uppsala, being a university town, is not a city that is big on fine dining. There are a number of good restaurants to be found, however, and most of them are not far from the main landmarks in town. Lunch options are generally cheaper than dining options.

If you are interested in something lighter, most cafés mentioned below offer dishes like sandwiches, quiche, lasagna or salad. Likewise, most pubs at least offer simple pub food like burgers, and some of them, like Bierhuis and Bryggeriet Ångkvarn, are full-fledged gastropubs. Many hotels have good restaurants of their own, including the Manhattan-themed Kitchen & Table at Clarion Hotel Gillet, the Asian-Scandinavian restaurant and rooftop bar Miss Voon at Elite Hotel Academia, and the Nordic fine dining restaurant Villa Anna in the hotel with the same name. If you plan to cook for yourself, the market hall (S:t Eriks Torg 8, M&ndash;Th 10:00&ndash;18:00; F 10:00&ndash;19:00; Sa 10:00&ndash;16:00) offers various types of expensive, quality ingredients like seafood and cheese.

Most days, at least one of the 13 Nations (see infobox under section Drink) serve simple, yet well-cooked meals. Unbeknownst to most locals, lunches are also open for non-students. If you have a nation guest card, you can also dine at the Nations. To know which nations are open any given day, check the calendar at Nationsguiden. Prices range around 50&nbsp;kr for lunch and 70&nbsp;kr for dinner.

Virtually all restaurants in Uppsala have at least one ovo-lacto vegetarian dish on the menu. Uppsala is also a rather vegan-friendly city. Many restaurants have some vegan dish on the menu, and even those which do not can usually serve something vegan if you ask the waiter. Especially good places for plant based food would be the vegetarian restaurant (Drottninggatan 12, +46 18-12 01 60, M&ndash;W 11:00&ndash;14:00, Th&ndash;F 11:00&ndash;14:00 & 17:00&ndash;21:00, Sa 16:00&ndash;22:00).

thumb|Aaltos on the ground floor of Västmanlands-Dala nation is named after its architect, Alvar Aalto.
Budget-priced food trucks selling fast food like hot dogs and falafel can be found on the main shopping street Svartbäcksgatan, the square Vaksala torg and at Sankt Eriks square just north of the Cathedral. One falafel goes for about 50&nbsp;kr. Typically they open around 11:00 and stay open until 20:00 on weekdays and significantly later on weekends (around 04:00 &mdash; late enough to serve drunk students on their way home from the bars).
* 
* 
* 
* 
* 
* 
* 
* 

* 
* 
* 
* 
* 
* 
* 
* 

thumb|The restaurant Domtrappskällaren dates back to the 13th century and used as a student prison!
* 
* 
* 
* 
* 
* 
*",False
Q77,Uruguay,"Uruguayan cuisine culture comes mostly from the European cuisine culture. Most of the Uruguayan dishes are from Spain, France, Italy, and Brazil, the result of immigration caused by past wars in Europe. Daily meals vary between meats, pasta of all types, rice, sweet desserts and others, with meat being the principal dish due to Uruguay being one of the world's largest producers of meat in quality.

Typical dishes include: ""asado uruguayo"" (big grill or barbecue of all types of meat), roasted lamb, chivito (sandwich containing thin grilled beef, lettuce, tomatoes, fried egg, ham, olives and others, and served with French fries), milanesa (a kind of fried breaded beef), tortellini, spaghetti, gnocchi, ravioli, rice and vegetables.

One of the most consumed spreads in Uruguay is dulce de leche (a caramel confection from Latin America prepared by slowly heating sugar and milk). The most typical sweet is alfajor, which is a small cake, filled with dulce de leche and covered with chocolate or meringue. Other typical desserts include the pastafrola (a type of cake filled with quince jelly) and chajá (meringue, sponge cake, whipped cream and fruits, typically peaches and strawberries are added). Mate, an herbal drink, is the most typical beverage in Uruguay.",False
Q803,Utrecht,"==Eat==

Many restaurants can be found in the city center. Especially near the canals there is a huge choice of places to eat, each with their own style of kitchen, like Italian, Thai, and American. Ask the locals for which places are recommended as not every restaurant offers the same quality.

* 
* 
* 
* 
* 
* 
* 
* 
* There are several Flemish snack bars outside of Hoog Catharijne that sell wonderful thick fries with mayonnaise. Try it; it’s not as bad as John Travolta’s character seems to think in Pulp Fiction.
* To try something Dutch visit one of the snackbars and order a Kroket.
* For a more multi-ethnic view of Utrecht, walk away from the old city from the bus station/central station, walk under the train tracks, and follow the bus route (straight ahead) about 200 m. Try some affordable rotisserie style chicken on the left side of the Kanaalstraat, get a Moroccan style bagel across the street at one of the many Middle Eastern bakeries, and stock up on way-affordable (the cheapest in Utrecht) fruit and veggies at one of the many produce markets.

* 
* 
* 
* 
* 
* 
* 
*
* 
* 

*
*",False
Q265,Uzbekistan,"thumb|right|[[Pilaf|Palov]]
thumb|right|Uzbek [[Manti (food)|manti]]
Uzbek cuisine is influenced by local agriculture; since there is a great deal of grain farming in Uzbekistan, bread and noodles are of importance and Uzbek cuisine has been characterised as ""noodle-rich"". Mutton is a popular variety of meat due to the abundance of sheep in the country and it is part of various Uzbek dishes.

Uzbekistan's signature dish is palov (or plov), a main course typically made with rice, meat, carrots, and onions, though it was not available to ordinary people until the 1930s. There are many regional variations of the dish. Often the fat found near the sheep tail, qurdiuq, is used. In the past, the cooking of palov was reserved for men, but the Soviets allowed women to cook it as well. Since then, it seems, the old gender roles have been restored.

Other notable national dishes include shurpa, a soup made of large pieces of fatty meat (usually mutton), and fresh vegetables; norin and laghman, noodle-based dishes that may be served as a soup or a main course; manti, chuchvara, and somsa, stuffed pockets of dough served as an appetiser or a main course; dimlama, a meat and vegetable stew; and various kebabs, usually served as a main course.

Green tea is the national hot beverage consumed throughout the day; teahouses (chaikhanas) are of cultural importance. Black tea is preferred in Tashkent, but both green and black teas are consumed daily, without milk or sugar. Tea always accompanies a meal, but it is also a drink of hospitality that is automatically offered: green or black to every guest. Ayran, a chilled yogurt drink, is popular in summer.

The use of alcohol is less widespread than in the West, but wine is comparatively popular for a Muslim nation as Uzbekistan is largely secular. Uzbekistan has 14 wineries, the oldest and most famous being the Khovrenko Winery in Samarkand (established in 1927). A number of vineyards in and around Tashkent are also growing in popularity, including Chateau Hamkor.",False
Q23800,Valletta,"==Eat==
thumb|St. Paul's Pro-Cathedral
Valletta has a good selection of decent restaurants, especially along the waterfront. Since most tourists stay in Sliema or on the north coast of the island there are fewer of the trashy variety, although it does have the usual fast-food chains. Look out for traditional bakeries, with steaming fresh bread for mere cents.

At almost every corner you can find pastizzerie selling pies stuffed with cheese or peas, for just 30-50 cents each and are a popular late-night snack.
* 
* 
* 
* 
* 
* 

*
* 
* 
* 
* 
* 
* 
* 

Often upscale Asian restaurants don't live up to the expectations, at least when it comes to the food. Many such disappointing restaurants are in big upscale hotels.
* 
*",False
Q686,Vanuatu,"thumb|[[Laplap, Vanuatu's national dish, before being cooked]]
The cuisine of Vanuatu (aelan kakae) incorporates fish, root vegetables such as taro and yams, fruits, and vegetables. Most island families grow food in their gardens, and food shortages are rare. Papayas, pineapples, mangoes, plantains, and sweet potatoes are abundant through much of the year. Coconut milk and coconut cream are used to flavour many dishes. Most food is cooked using hot stones or through boiling and steaming; very little food is fried.

The national dish of Vanuatu is laplap.",False
Q79980,Varanasi,"==Eat==
thumbnail|Potatoes and Puri, the Indian fried bread

Banarasi Khana, or local delicacies, are known for their flavours. Many dishes here are flavoured with asafoetida, ginger, bay leaves, cloves, cardamom, cinnamon, and/or dried fenugreek leaves.

Benares Dum Aloo is different from the dum aloo cooked elsewhere in India because the potatoes are stuffed with and cooked in gravy that includes jaggery, fennel, and chilli paste.

Varanasi is also known for its street food and chaat vendors. Aloo chaat is very common.

Varanasi Paan is famous all over India. Paan is an assortment of flavours wrapped in a betel leaf. There are two versions: One that includes tobacco, and one that includes only sweet flavours. The exact ingredients depend on how much you offer, which can be as little as ₹10 or as much as ₹300. To eat the sweet version, shove the entire leaf in your mouth at once and chew until you swallow!

Lassi from Pahalwan Lassi at Ravidas Gate in Lanka. Age-old shop for delicacies like Lassi, Malaiyyo and Rabri.

Rabri Malai Balai is a popular dessert in Varanasi that includes milk, sugar, almonds, and pistachio nuts. You can find it served in hole-in-the-wall or sweet shops.

There are plenty of food outlets with a very dynamic range in quality. The restaurants closer to the ghats cater more to foreign tourists, with variable success.

* Kashi Chat Center: (near Godowlia Crossing) Good assortment of exotic chats. Try out the Aloo Tikia Chat.
* Lotus lounge: (at mansoravor ghat) through the alleys, great food a must for every visitors.
*Madhur Jalpan: The best place for laddoos and other famous sweet delicacies is 'Madhur Jalpan', a shop that has been frequented by more than two prime ministers of India! Madhur Jalpan is on Baradev - next to the Kainiya Chitra Mandir. Again, on a small alleyway, but the sweets are to die for.
* Shiv Lassi Bhandar: (near the main gate of RamNagar Fort) Lassi with layers of Malai and Rabri. Superb Stuff.

* A C Shahi Restaurant & Kesari Restaurant near Dasashwmedh ghat in Godaulia and Shahi Restaurant near Rathyatra crossing serve very good vegetarian north and south Indian dishes.
* Cozy Corner Restaurant (CCR) Homely, healthy and hygienic is the motto of CCR. They specialise in Indian, South Indian and Chinese and serve fantastic dosas and chole bhature. It's a nice cozy place to hang out and the service is superb. Located just down the street from Assi Ghat. Turn left on Dumrao Bagh (first street when walking from the ghat) and walk about 50 m, just past Open Hand. Phone +91 9369305877.
*Diamond Hotel and Jaika Restaurant near Vijaya Talkies Crossing in Bhelupur serve very good north Indian dishes.
* Dosa Cafe, (in the main alley behind the ghats, north of the main ghat) serves delicious South Indian dishes for a good price.
* Leela Paying Guest House, (in the center of the city 1.5 KM from River Ganges) +91-7080881639. A very nice place to eat ,right in the middle of the city, very close to river Ganges a",True
Q641,Venice,"Venetian cuisine is characterized by seafood, but also includes garden products from Sant'Erasmo island, rice from the mainland, game, and polenta. Venice is not known for a particular cuisine of its own: it combines local traditions with influences stemming from age-old contacts with distant countries. These include sarde in saór (sardines marinated to preserve them for long voyages); bacalà mantecato (a recipe based on Norwegian stockfish and extra-virgin olive oil); bisàto (marinated eel); risi e bisi – rice, peas and (unsmoked) bacon;Ranieri da Mosto, Il Veneto in cucina, Firenze, Aldo Martello-Giunti, 1974, p. 57; Mariù Salvatori de Zuliani, A tola co i nostri veci. La cucina veneziana, Milano, Franco Angeli, 2008, p. 63 fegato alla veneziana, Venetian-style veal liver; risi e bisi (rice and beans); risòto col néro de sépe (risotto with cuttlefish, blackened by their own ink); cichéti, refined and delicious tidbits (akin to tapas); antipasti (appetizers); and prosecco, sparkling light -body white wine.

In addition, Venice is known for the golden, oval-shaped cookies called baìcoli, and for other types of sweets, such as: pan del pescaór (bread of the fisherman); cookies with almonds and pistachio nuts; cookies with fried Venetian cream, or the bussolài (butter biscuits and shortbread made in the shape of a ring or an ""S"") from the island of Burano; the galàni or cróstoli (angel wings); the frìtole (fried spherical doughnuts); the fregolòtta (a crumbly cake with almonds); a milk pudding called rosàda; and cookies called zaléti, whose ingredients include yellow maize flour.Mariù Salvatori de Zuliani, A tola co i nostri veci. La cucina veneziana, Milano, Franco Angeli, 2008, pp. 449–450

The dessert tiramisù is generally thought to have been invented in Treviso in the 1970s, and is popular in the Veneto area.",False
Q2028,Verona,"==Eat==
thumb|Scaliger Tombs (Arche scaligere): Tomb of Cansignorio in the foreground, the Santa Maria Antica church and the tomb of Cangrande I della Scala, and on the right, the tomb of Mastino II

The Veronese are keen eaters of horse-meat (cavallo), a local speciality. Pastisada de caval, is a dish of braised horse meat, as is Picula de Caval.

Pizza is not traditionally eaten locally, but pasta dishes feature widely on restaurant menus. Try Pizzocheri (buckwheat pasta with cheese and sage), casoncelli (a type of ravioli) or bigoli (thick spaghetti).

Casoela is a pork casserole, and a bollito misto is a mixture of boiled meats, usually served with mostarda, a traditional accompaniment of fruit and vegetables in mustard.

All these are in the city centre:

* 
* 
* 
* 
* 
* 
* 

* 
* 
* 
* 

* 
* 

*",False
Q1741,Vienna,"== Cuisine==

alt=A Wiener schnitzel at a restaurant|thumb|[[Wiener schnitzel]]
Vienna is well known for Wiener schnitzel, a cutlet of veal (Kalbsschnitzel), sometimes also made with pork (Schweinsschnitzel) or chicken (Hühnerschnitzel), that is pounded flat, coated in flour, egg, and breadcrumbs, and fried in clarified butter. It is available in almost every restaurant that serves Viennese cuisine and can be eaten hot or cold. Other examples of Viennese cuisine include Tafelspitz (very lean boiled beef), which is traditionally served with Geröstete Erdäpfel (boiled potatoes that are sliced and pan-fried) and horseradish sauce, Apfelkren (a mixture of horseradish, cream and apple) and Schnittlauchsauce (a chives sauce made with mayonnaise and stale bread).

Vienna has a long tradition of producing cakes and desserts. These include Apfelstrudel (hot apple strudel), Milchrahmstrudel (milk-cream strudel), Palatschinken (sweet pancakes), and Knödel (dumplings) often filled with fruit such as apricots (Marillenknödel). Sachertorte, a delicately moist chocolate cake with a layer of apricot jam and a chocolate glaze, created by the Sacher Hotel, is world-famous.
thumb|A [[Sachertorte at the Hotel Sacher]]
In winter, small street stands sell traditional Maroni (hot chestnuts) and potato fritters.

Sausages are popular and available from street vendors (Würstelstand) throughout the day and into the night. The sausage known as Wiener (German for Viennese) in the U.S. and in Germany is called a Frankfurter in Vienna. Other popular sausages are Burenwurst (a coarse beef and pork sausage, generally boiled), Käsekrainer (spicy pork with small chunks of cheese), and Bratwurst (a white pork sausage). These sausages either come with sliced bread or as a hot dog. Mustard is the traditional condiment and usually offered in two varieties: ""süß"" (sweet) or ""scharf"" (spicy).

Vienna ranked 10th in vegan-friendly European cities in a study by Alternative Traveler in 2020.

The Naschmarkt is a permanent market for fruit, vegetables, spices, fish, and meat, as well as a popular spot for international cuisine, with numerous small restaurants and food stalls offering dishes from around the world.

alt=A yellow can of Ottakringer Helles|thumb|Ottakringer Helles
Vienna is one of the few remaining world capitals with its own vineyards. The wine is served in small Viennese pubs known as Heuriger. The wine is often enjoyed as a Spritzer (""G'spritzter"") with sparkling water. The Grüner Veltliner, a dry white wine, is the most widely cultivated wine in Austria. Another wine typical of the region is ""Gemischter Satz"", which is usually a blend of different grape varieties harvested from the same vineyard.

Beer is second in importance to wine. Vienna has a single large brewery, Ottakringer, and more than ten microbreweries. Ottakringer's most popular product is the Ottakringer Helles, a beer with an alcohol content of 5.2%. Vienna is home to many Beisln, small traditional Austrian",False
Q881,Vietnam,"Traditionally, Vietnamese cuisine is based around five fundamental taste ""elements"" (): spicy (metal), sour (wood), salty (water), bitter (fire), and sweet (earth). Common ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruits, and vegetables. Vietnamese recipes use lemongrass, ginger, mint, rau răm, long coriander, Saigon cinnamon, bird's eye chilli, lime and basil leaves. Traditional Vietnamese cooking is known for its fresh ingredients, minimal use of oil, and reliance on herbs and vegetables; it is considered one of the healthiest cuisines worldwide. The use of meats such as pork, beef, and chicken was relatively limited in the past. Instead freshwater fish, crustaceans (particularly crabs), and molluscs became widely used. Fish sauce, soy sauce, prawn sauce, and limes are among the main flavouring ingredients. Vietnam has a strong street food culture, with 40 popular dishes commonly found throughout the country. Many notable Vietnamese dishes such as (salad roll), (rice noodle roll), (rice vermicelli soup) and noodles originated in the north and were introduced to central and southern Vietnam by northern migrants. Local foods in the north are often less spicy than southern dishes, as the colder northern climate limits the production and availability of spices. Black pepper is frequently used in place of chillis to produce spicy flavours. Vietnamese drinks in the south are also usually served cold with ice cubes, especially during the annual hot seasons; in contrast, in the north, hot drinks are more preferable in a colder climate. Some examples of basic Vietnamese drinks include (Vietnamese iced coffee), (egg coffee), (salted pickled lime juice), (glutinous rice wine), (sugarcane juice) and (Vietnamese lotus tea).",True
