destination_id,destination_name,stay_safe_text
Q5083,Seattle,"Smog can cover the skies of Puget Sound when high pressure causes still air, typically during the hottest days of summer and the (rare) sunny and dry days in winter, as there is no wind to clear out pollutants and moisture. If an Air Stagnation Advisory or Burn Ban is issued, take precautions if you have breathing problems. On these days, consider heading to the mountains, where you're more likely to experience sunshine and slightly warmer temperatures.

Wildfire smoke sometimes drifts in, most often during August and September. If you have breathing problems, you should take precautions. Unfortunately, the usual remedy of heading to the mountains doesn't work.

Smoking is not allowed in any public places, and must be done at least 25 feet away from doors, windows, or ventilation shafts.

Tap water is safe to drink. It is among the best quality in the United States, from undisturbed and uncontaminated water sources fed by snow melt in the Cascade Mountains. It's probably better than your average bottled water!"
Q1041,Senegal,"Get necessary vaccines before arrival. Officially, certification of yellow fever vaccine is required upon arrival if coming from a country in a yellow fever zone, but it is not commonly checked.

Take anti-malarials.

Avoid tap water and all dishes prepared with it. Bottled water, such as Kirene which is most common and bottled in Senegal, is widely available and inexpensive.

To prevent serious effects of dehydration, it is wise to carry around packets of rehydration salts to mix with water, should you become dehydrated. These are widely available at pharmacies and are inexpensive. Alternatively, a proper mix of table salt and sugar can replace these.

Emergency numbers and contact details for health services:

* Ambulance (SAMU): 15 15
* SOS Médecins: +221 33 889 15 15 15
* Hôpital Principal (Dakar): +221 33 839 50 50 (poste 5555)
* Clinique de la Madeleine (Dakar): +221 33 889 94 70
* Clinique de l'Océan (Dakar): +221 33 825 69 37"
Q403,Serbia,"Tap water is generally safe to drink, and mainly of a good quality, too, albeit heavily chlorinated in some areas. Urban areas (especially Belgrade) should be noted for their particularly hard water, which gives the water a cloudy look that dissipates after a couple of seconds. There are also many springs and fountains with excellent-quality drinking water - the most popular ones being the fountain on Knez Mihailova in Belgrade, and the many fountains in the city of Nis.

Pay attention to water in Vojvodina. Some regions (like Kikinda and Zrenjanin) have heavily polluted water that is not even used for cooking, only as industrial water and is not safe to drink. If you aren't sure, asking a local is always a safe bet. 

Emergency care is always free. Serbian public healthcare is generally not up to the standards of Western European nations and acquiring care under it is very hard for travelling foreigners, although private clinics exist throughout almost all urban areas and offer an excellent quality of care, albeit at a price. Getting good travel insurance is highly recommended as Serbia is not an EU member state and generally does not recognize the EHIC card, with few exceptions. Some notable private networks offering services in English include MediGroup (english site), Euromedik and Belmedic (Belgrade only). 

The Serbian National Health Insurance Fund, responsible for the payment of public healthcare in Serbia, does maintain agreements with several nations (site in Serbian) from which health insurance is recognized, although exercising the right to this might be very difficult for foreigners to achieve."
Q15174,Shenzhen,"Despite its sensationalized reputation among Hong Kong residents for being crime-ridden during the 2000s, Shenzhen's crime rate compares favorably with those of American and European cities of similar size. Violent crime is rare, and it is generally safe for women to walk down the street alone at night. Nevertheless, as always, a little common sense goes a long way.

The main crimes tourists are likely to encounter are scams and petty thefts. Pickpocketing is not as common as it used to be because the popularity of mobile payments means that many locals do not carry cash on them, but be careful in crowded shopping centres, subway trains, buses, stations and around the theme parks - keep your wallet in your front pocket.

Being scammed is not as common as in Beijing or Shanghai but be alert for people touting for business (massage, watches, shoes etc.) around the Luohu area, as they sell below-standard fakes at inflated prices. The 'touts' in Luohu bus station are not necessarily touts — there is no ticket office so they are simply there to direct you to your bus and don't require any payment — you should buy your ticket on the bus.

You will encounter beggars but they are confined to a few places. Notable among these places are border crossings, underpasses, Shekou and Christian churches. Ordinary Chinese rarely give beggars money so they concentrate in places where the punters are either ignorant or have just heard a sermon. They are not aggressive and are mostly harmless; just ignore them and you will be left alone. Give money at your own risk — beggars are controlled by criminal gangs and your donation will be funding organized crime — giving food or a drink is more beneficial to them. Particularly avoid giving money to child beggars. There have been several high profile court cases against gangs who buy children from impoverished families, mutilate them, and use them in the begging racket.

As an industrial megacity, Shenzhen has a smog problem. Though it's nothing compared to the notorious smog levels in some northern Chinese cities, you may notice it if you're from somewhere with clean air. Tap water is safe to drink in the Meilin district and several nearby districts, but probably not in the area where you are staying. Use the free bottled water or distilled water provided by your hotel or buy some. It's easily available in all convenience stores and supermarkets. However, if you are buying water for ¥5 a bottle, you are getting ripped off. Hepatitis is common in China and is most usually spread by eating undercooked food. Ask for ""gōng kuài"" if they aren't provided. Otherwise minor travellers' stomach upsets are the worst things which you have to fear health-wise.

Driving in China can be dangerous, and care should be taken when crossing the street.

Prostitution is common — particularly around Luohu and Shekou. Scantily-clad, available-looking women may be prostitutes. However, be aware that prostitution is illegal in China"
Q1044,Sierra Leone,"The CIA estimated that the average life expectancy in Sierra Leone was 57.39 years.

The prevalence of HIV/AIDS in the population is 1.6%, higher than the world average of 1% but lower than the average of 6.1% across Sub-Saharan Africa.

Medical care is not readily accessible, with doctors and hospitals out of reach for many villagers. While free health care may be provided in some villages, the medical staff is poorly paid and sometimes charge for their services, taking advantage of the fact that the villagers are not aware of their right to free medical care.

According to an Overseas Development Institute report, private health expenditure accounts for 85.7% of total spending on health.DuBois, Marc, and Caitlin Wake, with Scarlett Sturridge and Christina Bennett (2015) ""The Ebola response in West Africa: Exposing the politics and culture of international aid"" . London: Overseas Development Institute

Having had no formal emergency medical services previously, the First Responder Coalition of Sierra Leone (FRCSL) was formed in June 2019 in Makeni to facilitate the development of emergency first responder programs nationwide. The founding members of the Coalition included the Sierra Leone Red Cross Society (the first chairing organisation), LFR International (proposed the formation), the University of Makeni, Agency for Rural Community Transformation, and the Holy Spirit Hospital. The establishment of the Coalition was concurrent with the declaration by the 72nd World Health Assembly that emergency care systems are essential to universal health coverage. Between June and July 2019, the FRCSL trained 1,000 community members from Makeni to be first responders and equipped each with a first aid kit.

Sierra Leone suffers from epidemic outbreaks of diseases, including yellow fever, cholera, Ebola, lassa fever and meningitis. Yellow fever and malaria are endemic to Sierra Leone.

According to 2017 estimates, Sierra Leone has the third highest maternal mortality rate in the world.Country Comparison: Maternal Mortality Rate . The World Factbook Central Intelligence Agency. For every 100 liveborn children, one mother dies due to complications of giving birth.

In the Multiple Indicator Cluster Survey (MICS) conducted by UNICEF in 2012, the prevalence of female genital mutilation in Sierra Leone was 94%.Sipsma, Heather L., et al. ""Female Genital Cutting: Current Practices and Beliefs in Western Africa."" Bulletin of the World Health Organization 90.2 (2012): 120–127F. Print. , Sierra Leone was estimated as having the 11th highest infant mortality rate in the world.Country Comparison :: Infant Mortality Rate . The World Factbook Central Intelligence Agency.

One of the consequences women in Sierra Leone face after a prolonged and obstructed labour that would have required a c-section is obstetric fistula. This condition often drives women into poverty and isolation.

The AWC- Aberdeen Women's Centre in Freetown, the second busiest hospital in"
Q334,Singapore,"Tap water is safe for drinking with very high sanitation standards. The hot and humid climate means that drinking plenty of water is advisable.

Malaria is not an issue, but dengue fever is endemic to the region and there are occasional cases of Zika virus. Singapore maintains strict mosquito control (leaving standing water around will get you fined), but the government's reach does not extend into the island's nature reserves, so if you're planning on hiking bring along mosquito repellent.

The standard of medical care in Singapore is uniformly excellent, and Singapore is a popular destination for medical tourism and medical evacuations in the region. Despite the lower prices, standards are usually as good as those in the West at both public and private clinics and hospitals, making this a good place to get your jabs and tabs if heading off into the jungle elsewhere. You'll still want to make sure your insurance is in order before a prolonged hospitalisation and/or major surgery.

For minor ailments, head down to the nearest suburban shopping mall or HDB shopping district and look for a general practitioner (GP), or do a search in SingHealth's comprehensive Find-a-GP directory. They usually receive patients without appointment and can prescribe drugs on the spot or refer you to specialists, and the total cost of a consultation, medicine included, rarely exceeds $30. Public polyclinics, while cheaper for locals, are usually more expensive at unsubsidised rates (from $50) and generally have longer waits. All clinics, private or public, are generally only open during business hours Monday-Friday and Saturday mornings.

* 

For urgent problems, head to a hospital emergency department or call 995 for an ambulance. The ambulance is free in the event of a genuine medical emergency, but you will be charged a $274 callout fee and refused transport otherwise. Public hospitals are heavily subsidised by the government for Singapore citizens and permanent residents, but will charge the full rate for visitors. They are legally required to provide emergency medical care regardless of your ability to pay, but you will be billed at a later date.

*Raffles Hospital, Raffles Medical Group (near Bugis MRT station). [Tel: +65 6311 1111 +65 6311 1111]. 585 North Bridge Road. Singapore's largest homegrown private healthcare provider. Raffles Medical Group is the only private medical provider in Singapore that owns and operates a fully integrated healthcare organization comprising of a tertiary hospital, a network of family medicine and dental clinics, insurance services, Japanese and traditional Chinese medicine clinics, and a consumer healthcare division. Raffles Accident and Emergency (A&E) Department is fully equipped and staffed to manage high-risk injuries and critical medical conditions.
*
*
*
*
*
*

Alternatively, practitioners of traditional Chinese medicine (TCM) are widespread in Singapore. Eu Yan Sang runs a chain of over 20 clinics, while"
Q384,Skopje,"Skopje has several public and private hospitals and specialised medical institutions, such as the Filip II Hospital, a psychiatric hospital, two obstetric hospitals, a gerontology hospital, and institutes for respiratory and ocular diseases. In 2012, Skopje had a ratio of one physician per 251.6 inhabitants, a figure higher than the national ratio (one per 370.9). The ratio of medical specialists was also higher than in the rest of the country. However, the ratio of hospital beds, pharmacists and dentists was lower in Skopje. The population in Skopje enjoys better health standards than other Macedonians. In 2010, the mortality rate was at 8.6‰ in Skopje and 9.3‰ on the national level. The infant mortality rate was at 6.8‰ in Skopje and 7.6‰ in North Macedonia."
Q214,Slovakia,"thumb|Liptovská Mara water reservoir in [[Central Slovakia]]
No vaccination is necessary to visit or stay in Slovakia, although if you plan to visit countryside areas, a tick vaccination is recommended. Hepatitis A and B vaccination is also advisable as with all European countries.

Despite its many issues, the standard of healthcare is relatively high, but the language barrier might be a problem as not many doctors speak English. However, this should not be a problem in major towns, which have a Fakultná nemocnica.

The huge majority of foods and drinks are perfectly safe, and the hygiene standards in Slovakia are the same as elsewhere in the European Union.

Tap water is drinkable everywhere - according to one study, water used as tap water in the Bratislava-Vienna region is the cleanest in the world. If you prefer mineral waters, you can choose from a multitude of brands, since Slovakia has quite possibly the highest number of natural mineral water springs per capita.

The High Tatras might not be the biggest or tallest mountain range, but some trails may feature strenuous climbs, and rocky terrain, and the weather may prove unpredictable. Take proper gear, do not overestimate your abilities, and use common sense.

If you decide to swim in the local rivers/natural pools/lakes, as many locals do, remember that unless expressly stated otherwise, these activities are not supervised by a lifeguard, and you are doing so at your own risk.

Ticks can be found in the countryside forests and also sometimes in larger parks, and in some areas they may carry tick-borne encephalitis. When going hiking try to avoid thick undergrowth and always check all over your body when you return (ticks tend to seek warm spots), as ticks reside in bushes and tall grass. Remove the tick as soon as possible, by gently wiggling it out of the bite by its head (never break off or squeeze the body as the head will stay lodged in the skin and might become infected). Do not touch the tick at any stage with bare hands, use tweezers and latex gloves.

There are no over-the-counter drugs sold in Slovakia in supermarkets or drug stores, you will need to head to a pharmacy even if you just need an aspirin. Even in smaller cities, there should be one open 24/7. Look out for the nearest green cross sign - even if this particular pharmacy is closed, a sign in the door will point you towards the nearest open one. If you need a specific medicine, make sure you have your prescription ready as many drugs require it."
Q215,Slovenia,"There are no unusual health concerns in Slovenia. Hygiene standards are high and tap water is potable.

While in nature, always use tick repellents, due to the Borreliosis and Meningitis danger. Borreliosis is very widespread in the country.

There are two species of venomous adders in the Julian Alps. You are unlikely to be bitten, but if you are, you should seek medical help as antiserums are available (although actually seldom administered). In the forests in the south, you may encounter a bear; Slovenia contains the highest bear population in Europe, but attacks are very rare. Normally, in countries that have been domesticated for several thousand years, the indigenous wild fauna will be either very skittish or very comfortable with humans. It depends on the area you are in, of course, but use your head. If you go camping in the Julian Alps and bring a lot of sausage and bacon, chances are you will attract some unwanted visitors."
Q472,Sofia,"With a murder rate of 1.7/per 100.000 people () Sofia is a relatively safe capital city. Nevertheless, in the 21st century, crimes, including Bulgarian mafia killings, caused problems in the city, where authorities had difficulties convicting the actors, which had caused the European Commission to warn the Bulgarian government that the country would not be able to join the EU unless it curbed crime (Bulgaria eventually joined in 2007). Many of the most severe crimes are contract killings that are connected to organised crime, but these had dropped in recent years after several arrests of gang members. Corruption in Bulgaria also affects Sofia's authorities. According to the director of Sofia District Police Directorate, the largest share of the crimes are thefts, making up 62.4% of all crimes in the capital city. Increasing are frauds, drug-related crimes, petty theft and vandalism.Crime Rates in Bulgaria's Sofia on the Rise Novinite According to a survey, almost a third of Sofia's residents say that they never feel safe in the Bulgarian capital, while 20% always feel safe. , the consumer-reported perceived crime risk on the Numbeo database was ""high"" for theft and vandalism and ""low"" for violent crimes; safety while walking during daylight was rated ""very high"", and ""moderate"" during the night. With 1,600 prisoners, the incarceration rate is above 0.1%;The prison in Sofia . Gdin however, roughly 70% of all prisoners are part of the Romani minority."
Q685,Solomon Islands,"In 2018, there were 59,191 confirmed cases of malaria infections, of which 59.3% (35,072) were Plasmodium vivax and 26.7% (15,771) Plasmodium falciparum. A small-scale study had once reported a 20% case of Chlamydia trachomatis out of 296 women. In 2021, the top cause of deaths, according to the WHO, was ischaemic heart disease, followed by stroke and diabetes mellitus. Another prevalent case is the Zika virus and Dengue virus. Dengue fever in the country was first reported in 1982 in Honiara. A subsequent outbreak in 2013 resulted in its first reported deaths. Later, the Solomon Islands recorded its first Zika virus outbreak in 2015."
Q1045,Somalia,"thumb|right|Life expectancy in Somalia, 1950 to 2023
Until the collapse of the federal government in 1991, the organisational and administrative structure of Somalia's healthcare sector was overseen by the Ministry of Health. Regional medical officials enjoyed some authority, but healthcare was largely centralised. The socialist government of former President of Somalia Siad Barre had put an end to private medical practice in 1972.Maxamed Siyaad Barre (1970) My country and my people: the collected speeches of Major-General Mohamed Siad Barre, President, the Supreme Revolutionary Council, Somali Democratic Republic, Vol. 3, Ministry of Information and National Guidance, p. 141. Much of the national budget was devoted to military expenditure, leaving few resources for healthcare, among other services.

Somalia's public healthcare system was largely destroyed during the ensuing civil war. As with other previously nationalised sectors, informal providers have filled the vacuum and replaced the former government monopoly over healthcare, with access to facilities witnessing a significant increase. Many new healthcare centres, clinics, hospitals and pharmacies have in the process been established through home-grown Somali initiatives. The cost of medical consultations and treatment in these facilities is low, at US$5.72 per visit in health centres (with a population coverage of 95%), and US$1.89–3.97 per outpatient visit and US$7.83–13.95 per bed day in primary through tertiary hospitals.

Comparing the 2005–2010 period with the half-decade just prior to the outbreak of the conflict (1985–1990), life expectancy actually increased from an average of 47 years for men and women to 48.2 years for men and 51 years for women.UNDP (2001). Human Development Report 2001-Somalia. New York: UNDP. Similarly, the number of one-year-olds fully immunised against measles rose from 30% in 1985–1990 to 40% in 2000–2005,World Bank and UNDP (2003). Socio-Economic Survey-Somalia-2004. Washington, D.C./New York: UNDP and World Bank. and for tuberculosis, it grew nearly 20% from 31% to 50% over the same period.

The number of infants with low birth weight fell from 16 per 1,000 to 0.3, a 15% drop in total over the same time frame.World Bank and UNDP (2003). Socio-Economic Survey-Somalia-1999. Washington, D.C./New York: UNDP and World Bank. Between 2005 and 2010 as compared to the 1985–1990 period, infant mortality per 1,000 births also fell from 152 to 109.6. Significantly, maternal mortality per 100,000 births fell from 1,600 in the pre-war 1985–1990 half-decade to 1,100 in the 2000–2005 period.UNDP (2006). Human Development Report 2006. New York: UNDP. The number of physicians per 100,000 people also rose from 3.4 to 4 over the same time frame, as did the percentage of the population with access to sanitation services, which increased from 18% to 26%.

According to United Nations Population Fund data on the midwifery workforce, there is a total of 429 midwives (including n"
Q34754,Somaliland,"thumb|upright=1|[[Edna Adan Maternity Hospital in Hargeisa]]
While 40.5% of households in Somaliland have access to improved water sources, almost a third of households lie at least an hour away from their primary source of drinking water. 1 in 11 children die before their first birthday, and 1 in 9 die before their fifth birthday.

The UNICEF multiple indicator cluster survey (MICS) in 2006 found that 94.8% of women in Somaliland had undergone some form of female genital mutilation; in 2018 the Somaliland government issued a fatwa condemning the two most severe forms of FGM, but no laws are present to punish those responsible for the practice."
Q258,South Africa,"There are a number of independent emergency assist companies in South Africa

* 
* 
* 

It is best to avoid public hospitals where possible. Private hospitals are of world class standard.

The major pharmacy chains found at shopping centres catering to tourists (e.g., Sandton City, V&A Waterfront) is Clicks and Dischem. Some supermarket chains like Checkers have in-store pharmacies.

South African pharmacies are generally comparable to their counterparts in Europe and North America. However, the retail shelves of South African pharmacies tend to have a smaller selection of drugs than their North American counterparts, and a more dietary supplements. South African pharmacies do carry many OTC drugs, but if you don't see them on the shelf, you'll have to ask for them at the counter when the pharmacist is in.

Municipal tap water is usually safe to drink throughout the country. In the Western Cape mountain water is safe, even if it has been stained brown due to vegetation. A strong risk of bilharzia exists for still-standing water.

Many activities in South Africa are outdoors, see the sunburn and sun protection travel topic for tips on how to protect yourself.

South Africa has one of the highest HIV infection rates world-wide. 5.4 million people out of a population of 48 million are HIV-positive.

The HIV infection rate in the total population older than 2 years varies from around 2% in the Western Cape to over 17% in KwaZulu-Natal, and all together 18.8% of South Africans over 15 years of age are HIV-Positive. One in four females and one in five males aged 20 to 40 is estimated to be infected.

thumb|Dawn in Kruger National Park

The north-eastern areas of the country (including the Kruger National Park and St. Lucia and surrounds) are seasonal malaria zones, from about November to May. The peak danger time is just after the wet season from March to May. Consult a physician regarding appropriate precautions, depending on the time of year you will be travelling. The most important defences against malaria are:
* using a DEET-based mosquito repellent
* covering your skin with long-sleeved clothing, especially around dusk; and
* using mosquito nets while sleeping.

Tabbard and Peaceful Sleep are commonly used mosquito repellents and can be bought almost anywhere.

Also read the Malaria and Mosquitoes travel topics.

Smoking is banned in all enclosed public spaces, these include airports, pubs, shopping malls and theaters. However, this is largely ignored.

Most restaurants do have smoking sections, either ventilated indoor areas or outdoor open areas."
Q884,South Korea,"thumb|Development of life expectancy in North Korea and South Korea
South Korea has a universal health care system. Health at a Glance 2015 |OECD READ edition . Keepeek.com. Retrieved June 20, 2016. According to Health Care Index rankings, it has the world's second-best healthcare system. South Korean hospitals have advanced medical equipment and facilities readily available, ranking 4th for MRI units per capita and 6th for CT scanners per capita in the OECD. Health at a Glance 2015 |OECD READ edition . Keepeek.com. Retrieved June 20, 2016. It also had the OECD's second largest number of hospital beds per 1000 people at 9.56 beds. Life expectancy has been rising rapidly and South Korea ranked 6th in the world for life expectancy at 83.5 years in 2023. It also has the third highest health adjusted life expectancy in the world. Suicide in South Korea is the 12th highest in the world according to the World Health Organization, as well as the highest suicide rate in the OECD."
Q958,South Sudan,"South Sudan is acknowledged to have some of the worst health indicators in the world. The under-five infant mortality rate is 135.3 per 1,000, whilst maternal mortality is the highest in the world at 2,053.9 per 100,000 live births. In 2004, there were only three surgeons serving in southern Sudan, with three proper hospitals, and in some areas there was just one doctor for every 500,000 people.

The epidemiology of HIV/AIDS in the South Sudan is poorly documented but the prevalence is believed around 3.1%. According to a 2013 study, South Sudan ""probably has the highest malaria burden in sub-Saharan Africa""."
Q29,Spain,"The health care system of Spain (Spanish National Health System) is considered one of the best in the world, in 7th position in the ranking elaborated by the World Health Organisation.World Health Organization, World Health Staff, (2000), Haden, Angela; Campanini, Barbara, eds., The world health report 2000 – Health systems: improving performance (PDF), Geneva: World Health Organization, The health care is public, universal and free for any legal citizen of Spain. The total health spending is 9.4% of the GDP, slightly above the average of 9.3% of the OECD. The life expectancy in Spain has improved from 79.1 years in 2000 to 82.7 years in 2021."
Q854,Sri Lanka,"* Vaccinations are recommended for Hepatitis A+B and Tetanus. Typhus vaccination is also recommended for travellers heading outside of tourist areas especially in the wet season. The CDC also recommends vaccination against Japanese encephalitis.
* Dengue fever: During the rainy season use mosquito repellent. When head and joint aches occur see a doctor. There are two vaccines available: Dengvaxia and Qdenga.
* Chikungunya disease: this mosquito-borne viral infection has been reported by travellers in Galle as recently as October 2025. Its symptoms are painful and long-lasting. Wear DEET-based insect repellent and cover your skin where possible.
* Malaria: since 2016 Sri Lanka is declared malaria free zone by WHO
* Yellow fever: Sri Lanka, like the rest of Asia is free from yellow fever, but a vaccination certificate is required from travellers over 1 year of age coming from infected areas.
* Aggressive dogs are a problem in Sri Lanka — stray dogs can be found virtually anywhere in this country. While during the day they are too exhausted to pose a threat, at night they can become a serious issue — best to carry a stick at night for protection if you walk through badly light neigbourhood. Getting a Rabies vaccination could make sense, especially if you stay longer.
* Visitors should not drink tap water. Stick to bottled water for drinking and tooth-brushing.
* Although snake bites are extremely rare among tourists (comparable to being struck by lightning), anyone bitten should seek prompt medical care. This is true even if the bite doesn't result in any pain and swelling. The National Emergency number is 119. In Colombo, dial either 119 or if you want an emergency ambulance - 110.
* There are tiny little flies that live in the sand (inland only, not on the beaches). Any contact with the dry sand usually results in bites and subsequent painful itching.
* Outside of Colombo, tampons are hard to find. Bring enough for your trip.
As always, if you can't afford travel insurance, you can't afford to travel. Government hospitals are not free for tourists, regardless of what you may read online. Government hospitals are cheaper than private hospitals, but they take cash only, and do not accept travel insurance like private hospitals do."
Q36262,St. John's,"While St. John's is generally regarded as a safe city, increases in the crime rate have been reported. Panhandling is very common in downtown, however simply replying ""no"" or ignoring those individuals usually does the trick, while a few more may be more persistent. Very rarely will these people become violent, and are usually not a problem.

As in any other city of comparable size, use caution when travelling after dark. Common areas to avoid after dark include Buckmaster Circle, Old and New Penneywell Road, areas immediately around Hamlyn Road, Livingstone Street, Water Street west (Springdale Street west to the beginning of Waterford Bridge Road including Victoria Park) and Shea Heights. Most of these places are not areas which tourists would normally be in, and shouldn't be a huge problem.

Caution should be used when on George Street, especially on Friday and Saturday nights. With excessive drinking and drug use, there is a high tendency for people to turn violent. However, it's unlikely that you'll fall victim to assault if you keep out of trouble. Take caution at 24-hour restaurants and convenience stores across town, especially in the downtown area. Patrons from George Street often stagger into such restaurants after last call and can be violent, sometimes attacking unsuspecting individuals. As well, a rise in armed robberies in the metropolitan area have left 24-hour convenience an easy target for criminals.

However, with crime rates much lower than the national average, little is to fear about walking around St. John's at most times of day or night. With some basic caution, there is no reason why your visit to the city can't be a safe one."
Q38022,St. Louis,"St. Louis' designation as the ""most dangerous city in America"" should not deter the potential visitor. In reality St.&nbsp;Louis is just as safe as any other Midwestern city—that is to say, extremely safe in suburbs and wealthy neighborhoods, and quite dangerous in inner-city slums. The statistical discrepancy is because, unlike most cities, St Louis' municipal boundaries include mostly slums and very few suburb-like areas. The areas of the city proper that are most often visited by tourists, such as Downtown, the Central West End, and Forest Park, have quite low crime rates.

Some economically depressed North County suburbs like Wellston, Pagedale and parts of Normandy and Jennings, as well as many parts of North St.&nbsp;Louis city are unsafe. The post-war exodus to the suburbs has taken a huge economic toll on these areas, leaving many buildings abandoned, decaying, or demolished. East St. Louis, in Illinois, is also noted for its high crime rate (this is not true of Alton or Belleville, in Illinois to the north and south). When in the city, a general guideline (though politically incorrect and somewhat simplistic) is that areas north of Delmar Blvd are unsafe, and should be entirely avoided after dark. Most tourists, however, will have little reason to visit any of these places, so it should not present reason for much concern.

Some Metrolink stations are in areas some may find questionable after dark as well. But most downtown areas around Busch Stadium, and Union Station, as well as the St. Louis University area and commuter lots near the airport, are generally safe and patrolled.

St. Louis sits on a fault line, whose last big earthquake changed the course of the Mississippi River. Another earthquake remains a possibility, albeit a remote one according to most scientists.

St. Louis gets a lot of urban tornadoes, so make sure you understand tornado safety precautions."
Q1022,Stuttgart,"Stuttgart is quite safe. Even at night one may walk alone through the city without fear. One rare exception is the central city park, which should be avoided during late night hours. The biggest danger for a pedestrian in Stuttgart is probably the cars (or the bicycles in the parks). As the city centre is at the bottom of a relatively deep valley and the traffic situation is far from satisfactory, Stuttgart has an endemic smog problem that gets worse when the weather ""traps"" the air in the valley. While there are attempts to combat the air pollution, for example by issuing discounted or free public transit tickets on smog days, the problem is likely to persist for some time.

Pretty much the whole state of Baden-Württemberg is a risk zone for ticks. Some of them spread encephalitis or borreliosis. So keep your feet covered or use repellant in forest areas."
Q2907,Sucre,"The plain-clothed police officer scam seems to be popular (but seldom) in Sucre, especially targeting women travelers. Read all about it under Bolivia#Stay safe and be aware. If you are near the central plaza and this happens to you, walk there, as there are usually uniformed police there."
Q1049,Sudan,"thumb|Somewhere in the Upper Nile region
Sudan is a malarial region, so be especially cautious during the rainy season. Poisonous snakes, spiders and scorpions are common in the southern areas.

Be cautious when drinking water. Make sure you choose bottled water, or use purifying tablets. Also, avoid any fruit drinks, as they are obviously made with the local water. And remember, that any ice cubes (for example, in sodas) are only frozen local water.

On long trips (particularly during the hot season) on public transport it is often impossible - or would be expensive - to carry the amount of bottled water you need, and it may be scarce at certain remote stops. Therefore, keep plenty of your chosen means of purification close at hand (not in your luggage strapped to the roof!). Sanitation in some areas is nonexistent, so wash your hands frequently.

Food from streetside vendors is generally fine if it is being prepared and served frequently. Empty restaurants and street cafes often indicate that food is standing uncovered and unrefrigerated for hours at a time.

Sudanese currency is notoriously dirty, and even the Sudanese handle small bills as little as possible. A hint would be to carry antibacterial wipes or gel in your luggage to treat your hands after handling filthy currency notes or shaking too many unwashed hands.

Sudan reported Ebola outbreaks in 2004 and it is not advised to take local hospital treatments unless there is a real urgency. If you have malaria-like symptoms, seek medical assistance when possible, medical treatment is also available in many private clinics with high standards and reasonable prices. Here are some of these private clinics: (Doctors clinic, Africa St, Fidail medical center, Hospital road Downtown, Yastabshiron medical center, Riyadh area, Modern medical center, Africa St, International Hospital, Khartoum north-Alazhary St)

Schistosomiasis/Bilharzia - Avoid bathing or walking through slow-flowing fresh waterways. If you have been in contact with such water or develop an itchy rash or fevers after your return, seek medical attention. Doctors in the West may only think to test you for malaria - you may need to see a tropical medicine specialist."
Q3492,Sumatra,"*The whole of Sumatra is a malaria zone; talk to a doctor about whether you need to take medication.
*Drink only bottled water, and to be totally safe also use only bottled water when you brush your teeth.
*In the dry season, local farmers often set fire to the forest to clear land for farming, often resulting in a thick haze. This may cause problems for those with respiratory diseases."
Q11462,Surabaya,"Avoid drinking tap water. Bottled water is available in most places. One of the trusted brands is Cheers, the official drinking water of Sparkling Surabaya.

Surabaya has hospitals with 24 hr emergency rooms Unit Gawat Darurat (UGD) (ER)

* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
* 
*"
Q730,Suriname,"thumb|[[Academic Hospital Paramaribo is the largest hospital in Suriname with 465 beds]]
The Global Burden of Disease Study provides an on-line data source for analyzing updated estimates of health for 359 diseases and injuries and 84 risk factors from 1990 to 2017 in most of the world's countries. Comparing Suriname with other Caribbean nations show that in 2017 the age-standardized death rate for all causes was 793 (males 969, females 641) per 100,000, far below the 1219 of Haiti, somewhat below the 944 of Guyana but considerably above the 424 of Bermuda. In 1990, the death rate was 960 per 100,000. Life expectancy in 2017 was 72 years (males 69, females 75). The death rate for children < 5 years was 581 per 100,000 compared to 1308 in Haiti and 102 in Bermuda. In 1990 and 2017, the leading causes of age-standardized death rates were cardiovascular disease, cancer, and diabetes/chronic kidney disease."
Q38807,Suva,"Suva is a friendly city, but there are some pickpockets and thieves. Avoid people who approach you asking for your name and country. They often want to lead you to a shop and then try to sell you overpriced souvenirs they might have hand-made themselves. Goods sold by these people are very overpriced -- tourists are strongly not advised to purchase anything from these places.

Do not let anyone lead you off to another location to see something such as a ship from your country as this is a scam to isolate you and put you in a weak position. You may later encounter something such as a robbery. Offers of anything free are probably not, even in friendly Fiji."
